Accession,A_1,A_2,A_3,B_1,B_2,B_3
UN074846,596.7,852.6,1200.7,600.1,853.5,641.9
UN062075,597.1,674.6,614.5,556,624.1,546.8
UN086298,597.3,572.6,621.9,528,600.4,496.7
UN094236,599.1,592.3,617.2,740.8,604.1,942.5
UN073238,599.3,784.9,720.3,746.5,637.4,576.2
UN093109,600.4,490,1055.9,589.3,301,687.3
UN047633,600.4,516.2,839.2,456.2,366.9,705.8
UN058674,601.7,818.9,1031.7,823.1,694.7,672.9
UN059108,601.7,1860.7,530.9,468.8,477.8,356.7
UN098492,602.3,426.7,760.8,511.7,326,890.8
UN055533,603.4,464.2,406.3,634.4,525.3,487.5
UN084448,604.3,744.7,1246.5,946.1,568.7,1140
UN103592,605.4,579.8,665.9,581.2,660.4,627.1
UN098670,607.6,260.6,289.8,3540.8,640.9,1548.7
UN059314,607.6,618.8,612.1,535.2,1136.2,930.9
UN076234,610.9,664.9,766.9,732.7,847.6,545
UN064871,611.5,1665.5,815.6,412.3,638.5,393.4
UN065233,611.8,1106.3,826.7,586.5,737.3,354.2
UN084053,612.2,775.9,785,754.6,1084.4,602.2
UN082238,612.6,526.8,501.8,452.1,442.8,486.4
UN065305,615,762.2,733.6,489.1,411.7,688.5
UN112408,615.3,509.4,474.9,497.5,495.8,613.9
UN081469,615.7,566.4,737.5,503.9,506.3,720.1
UN105055,616.2,1046.8,1172.1,873,987.8,867.5
UN102622,616.6,790.8,724,746.2,726.9,788.6
UN058721,617,875.6,743.7,565.5,189.5,242.2
UN073064,617.5,641.8,767.5,658.3,690.9,504.1
UN090072,617.7,464.8,576.1,349.8,247,517.7
UN070538,619,626.9,406.9,645.6,778.8,394.2
UN038901,619.2,576.7,549.2,599.9,657.5,723.3
UN095215,620.1,488.8,631.6,450.9,577.1,709.4
UN094793,620.1,453.9,991.6,458.2,246.6,840.8
UN102092,620.8,511.2,573.2,674.6,524.3,662.6
UN068905,621.2,762.5,661.1,493,753.9,400.9
UN097546,621.8,683.3,1048.1,662.5,755.3,2019.4
UN072179,622.1,581.1,697.5,643.5,364.5,564.9
UN098317,622.9,410.5,555.6,383.6,215.5,351.5
UN097203,624.3,304.9,842.7,318.8,202.8,979.6
UN083266,625.1,522.1,471.6,624.6,529.6,598
UN089661,626,453.9,459.9,607.9,482.3,796.4
UN058009,626.4,554.9,1220.6,447.7,242.3,688.3
UN055716,628.2,392.8,776.8,390.7,251.7,630.9
UN067147,631.5,613.2,596.7,667,716.6,481.4
UN063661,631.7,634.7,535.2,737.2,976.5,473.2
UN111184,632.1,415.2,534.6,565.8,449.4,650.9
UN084463,633.2,507.5,513.1,665,543.7,423.4
UN070928,633.7,446.1,667.3,831.7,582.2,413.8
UN076518,633.9,681.7,488.8,733.4,934,648.2
UN098703,635.9,781.5,593.6,731.4,1047.5,452.2
UN050410,636.1,623.1,965.1,624,870.7,609.9
UN075033,636.1,484.1,809.8,357.7,312.7,587.5
UN109736,636.1,193.6,207.2,299.6,74.5,58.4
UN078654,638.5,508.1,898.6,575.6,375.9,937.7
UN056367,640.3,1257.2,597.9,192.9,491.7,89.1
UN048522,641.6,677.7,1517.8,771,455.9,1171.7
UN074174,644,446.1,549.6,620.4,449.8,571.2
UN070418,645.1,748.4,752.1,641,841.9,663.4
UN106153,645.3,424.6,119.9,501.8,277.1,108.5
UN071043,645.5,704.8,536.3,635.7,752.5,508.3
UN063973,648.4,710.4,721.7,691.3,846,553.4
UN064471,649.4,475.7,564.8,524,434.2,651.7
UN072476,649.4,738.2,579.4,558.8,800.1,490.6
UN076242,652.3,512.2,549.8,665.4,569.3,508.7
UN085757,653,666.8,350,744.3,863.6,400.3
UN078327,653,318.9,1492.8,617.7,286.5,1627.1
UN112209,653.4,503.7,618.8,574.7,443.5,980.5
UN097926,654,607.2,501.6,551.8,527.8,413.1
UN064118,656,604.4,821.6,658.1,728.5,662.9
UN101260,657.1,480.4,462.5,724.7,437.7,985.8
UN079519,658.4,664.3,667.1,789.6,781.7,679.5
UN061936,661.1,524.9,572.4,653.9,758.8,607.3
UN054053,661.7,753.7,1148.9,787.2,754.5,775.4
UN061102,663,684.9,714.3,644.1,892,593.5
UN067020,664.1,623.8,752.1,705.8,621.1,914
UN108465,667.2,335.4,632.8,255.4,226.7,688.2
UN089568,667.8,623.4,575.9,810.8,816.3,744.9
UN106124,668.9,650.6,647.4,711.6,699.7,866.9
UN087667,669.4,336.3,669.2,588.2,284.7,802
UN079646,669.8,2005.9,939.7,537.4,1815.7,700.1
UN080717,670.9,697.6,1094.5,651.9,417,792.2
UN092165,671.1,461,579,512.5,395.2,631.4
UN059763,671.3,697,1220.8,786.8,408.3,1151.7
UN070479,671.4,703.9,1108.1,49.1,766,54.4
UN096737,671.8,1050.8,769,704.1,909.8,420.7
UN086581,673.6,677.1,795.1,690.9,636,881.3
UN101574,676.4,522.8,762.8,510.9,399.9,763.9
UN073642,677,586.7,600.3,676,794,665.4
UN101189,677.3,671.5,513.7,810.8,826.9,960.3
UN072402,677.7,756.6,877.2,724.5,695.4,655
UN090583,678.4,589.5,599.1,407.8,614.3,358.4
UN107856,681.6,514.3,509.4,780.8,540.4,625.5
UN077681,683,1390,545.3,491.1,571.8,473.8
UN058739,683.2,349.4,2598.6,557.7,859.1,5450.9
UN057514,684.1,944.2,751.1,759.2,597.5,551.2
UN071500,685,421.1,303.4,762.4,514.5,298.3
UN053938,685.2,1342.6,839.2,732.3,948.9,531.3
UN067753,685.6,660.2,1005.2,706,650.7,950.7
UN084658,687.1,376.6,343.4,686,441.2,611.3
UN070677,687.3,1771.5,638.8,535.1,1436.4,475.3
UN087214,688.7,376.2,1073.8,507.5,260.9,1178.7
UN079426,688.7,976.3,752.3,718,928,600.3
UN099024,689.5,952.9,783.8,585.3,1040.4,845.5
UN079881,690.6,636.2,615.3,589.3,847.6,600.6
UN056230,691.9,697.6,479.4,936.9,905.3,410.9
UN072582,692.6,587.9,753.6,903.7,849.4,757.5
UN071196,693.3,633.1,645.3,491.6,753.7,517
UN058115,694.8,625.6,450.4,515.3,851.1,866.5
UN062989,694.8,461.7,964.1,764.8,302.2,690.5
UN067508,695.2,1101.3,1216.9,741.5,853.8,577.4
UN099979,695.2,570.5,521.1,752.5,843.1,727.7
UN060219,695.7,953.2,1218,774.1,574.2,628.7
UN074096,700.5,842.3,945.4,692.1,1059.2,856.6
UN067897,700.7,1203.6,626.2,514.5,721.4,332.7
UN080724,701.2,709.8,452.1,727.7,821.2,603.6
UN076672,701.2,822.9,842.3,1046.1,1354.7,707.8
UN070535,701.8,465.1,890.4,557.5,320.3,1104.5
UN090152,702,741.9,665.9,655,1065.6,828
UN085329,702.5,665.8,661.6,765.9,652.4,853.6
UN077833,702.7,856.3,748.4,751.4,962.2,665.7
UN091266,703.3,888.4,697.7,687.9,1038.7,927.4
UN084093,704,527.1,648,579.2,552.3,599.4
UN075276,704.4,837.3,876.8,824,746.5,812.6
UN079755,705.6,757.8,668.9,445.2,608,298.6
UN078041,706.6,1205.1,824.6,448.4,1391.3,851.3
UN076432,707.3,695.5,571,730.8,915.8,620.7
UN079160,708.4,576.1,469.3,838.2,718.7,559.1
UN013433,709.3,932.4,903.3,852.6,1081.3,616.4
UN091110,710.2,574.2,926.1,767.1,379,913.8
UN067675,711.2,466.3,1222.3,499.7,231.9,966.7
UN073754,711.4,653.4,376.7,910.3,722.6,481.3
UN054118,712.1,1676.4,747.2,404.4,335.4,160.2
UN098045,712.6,525.9,755.2,732.3,466.2,744.5
UN085147,713.6,542.4,611,353.2,404,404.1
UN068173,714.7,693.9,530.1,679.9,956.9,387.4
UN069137,715.2,1352.6,507.7,736.9,1626.5,446.2
UN068830,717.8,611.9,525.2,1090.2,738.3,839.2
UN030216,718.3,572.3,668.5,747.8,673.3,978.5
UN090370,718.9,577.6,693.4,595.6,644,634.2
UN065515,721.8,754.7,2401.8,663.4,803.8,625.6
UN083779,722,759.4,692.8,697.7,668.6,618.4
UN056552,722.4,1400.9,848.9,511.2,460.4,176.1
UN067218,722.8,1925.5,1252.3,499,687.2,448.9
UN084744,724.4,634,762.2,700.2,709.3,806.2
UN078877,728.1,940.5,814.2,764,812,993.4
UN110947,728.5,706.4,859.1,708,519,819.7
UN069975,729.2,849.1,947.5,763.4,911.5,887.2
UN060807,729.2,672.7,681.9,606.8,872,549.2
UN061997,729.4,756.9,569.5,748.7,1096.5,656.9
UN022301,729.9,808.9,877,812.2,468.8,1167.5
UN076290,731,1459.2,1050.8,530.9,582.8,424.9
UN080007,732.1,1147.1,1015.2,445.5,556.4,488.4
UN039989,733.4,938.3,906.6,883.5,649.5,513.6
UN076555,734.2,769,688.9,716.6,796.9,727.1
UN070405,734.3,649.6,969.6,839,455.3,668.7
UN048228,737.7,861.3,736.1,751.5,993.7,749.2
UN086682,738.2,515.3,1040.3,727.8,340.5,1186.6
UN062666,738.8,1760.6,878.7,607.9,678,513.5
UN078950,739.7,596.6,801.2,684.2,564.4,697.6
UN068904,740,640.9,624.4,820.5,590,556.7
UN096697,741.7,804.2,749.1,856.5,1259.8,981.4
UN065286,741.7,741.9,1092.9,1070.4,657.7,876.9
UN089502,745.8,594.8,999.8,790.7,685.9,962.9
UN103347,749.2,662.4,818.5,769.3,627.2,587.3
UN052391,751.1,355.4,487.2,332.2,413.8,737.6
UN082235,752,542.4,472.8,619.7,621.5,604.1
UN108360,752.2,755,1026.3,804.1,615.3,1481.7
UN072647,752.7,827,620.5,619.3,947.3,647.6
UN092464,753.7,377.5,619.7,1018.7,454.7,632.8
UN111739,753.8,851.3,703.9,1039.7,1053.9,762.3
UN114380,754.2,622.2,796.1,588.1,530,960.6
UN022329,754.8,881.2,685.6,829.5,1186.7,783.2
UN070234,756.1,786.2,1201.9,742.8,409.1,679.2
UN090991,756.8,798,771.8,688.8,602.7,600.6
UN092394,757,834.2,673.1,704.4,906.5,765.1
UN094241,757.9,553.9,441.4,677.3,503.6,449.2
UN073635,759.5,565.2,1350.6,720.6,304.1,871.2
UN028936,760.1,1231.9,866.5,970.6,1507,1212.9
UN082357,760.3,727.6,740.4,881.4,1118.1,812.5
UN076578,760.5,733.8,875.8,878.6,773.5,688
UN095587,761,580.7,776,691.6,389.6,761.7
UN080218,761,551.7,470.3,541,564.2,298.6
UN081106,761.2,420.2,452.3,379.3,399.7,452.5
UN067104,762.1,757.8,712.9,577.2,830.2,723.1
UN071362,764.1,811.7,720.9,767.7,949.1,896.8
UN086878,765.6,599.4,970.9,369.3,703.8,1427
UN092921,766.5,737.8,1144.6,919.6,1139,902.2
UN081255,767.1,760.6,712.5,743.3,939.9,852.1
UN107661,767.5,740.3,662.2,835.9,679,1078.6
UN075491,768.7,614.7,771.6,794.3,788.9,490
UN096254,770,541.5,799.2,596.2,303.9,474.6
UN075895,771.1,449.2,1048.7,610.7,392.1,873
UN079727,771.9,638.7,637.3,796.4,912.5,806.8
UN079746,772.2,1308.6,844.8,725.5,645.6,549.3
UN076152,772.8,712.3,630.1,636.4,812.6,613
UN074779,775,587.3,545.9,740.1,718.9,682.4
UN079714,777.4,813,907.6,945.8,485.4,1311
UN072122,777.6,735.7,719.9,1124.6,966.1,708.3
UN074222,779,1356.6,1278.3,1087,1793.4,991.9
UN076976,779,693,915.2,858.7,438.9,991.7
UN063014,779.4,654.3,1569.4,626.6,322.7,1529.1
UN064421,779.6,466.6,952.8,1096.6,628.2,1280.9
UN057752,780.7,665.5,765.1,843.8,842.7,627.7
UN055487,780.9,1121.3,986.5,813.4,908.6,985.3
UN048005,781.6,780.9,632,684,661.4,722.5
UN095770,782,356.3,906.2,391.1,212.6,1057.2
UN073653,782,744.4,577.6,744.7,1012.3,575.1
UN083431,782.7,801.1,900.6,360.2,455.7,861.5
UN088032,783.1,760,854.2,1141.4,776,1351.7
UN095467,784.8,755.9,666.5,1119.4,507.1,945.3
UN099083,784.8,547.7,910.9,618.2,427.7,895.1
UN057407,785.7,1521.8,1162.3,951.3,1060.2,663.3
UN056246,785.9,2002.5,519.2,423.2,419.3,184.6
UN110788,786.6,500.3,741.2,550.3,325.6,755
UN078512,786.8,539.3,944.6,692.7,397.8,668
UN064021,788.2,751.6,615.3,738.4,907.4,639.6
UN045312,789.5,664.9,1047.3,534.1,531.4,654.3
UN073010,791.2,896.8,933.5,628.3,782.3,861.8
UN071569,791.6,706.4,716.8,1036.8,712.8,659.5
UN078282,792.8,389.3,720.1,716.6,413,778.4
UN095685,795.6,968.8,1531,785.4,752,1268.8
UN072367,795.6,888.1,811.9,651.6,1026.3,709.6
UN074065,796.7,1771.2,646.4,882.4,571.6,330.8
UN074244,796.9,1173.6,964.7,782.9,1001.7,745.8
UN073604,797.6,1099.4,675.9,1330.1,1743.9,1283
UN070627,801.3,3507.8,1551.7,907.5,2045.1,1048.2
UN066440,803.5,1038,1009.5,969.5,1263,750.8
UN061889,803.7,675.2,962,1276.9,1029.3,1129.9
UN064325,805,1292.7,813.5,1101.2,1444.3,619
UN092202,806.5,1371.6,679.8,1014.3,1678.6,914.5
UN110964,807.6,617.5,905.1,700.7,615.8,848.4
UN073757,807.9,875.3,777.2,573.6,879.1,646.4
UN103553,808.3,907.1,810.7,558.9,581.4,656.5
UN031871,813.8,2359.7,756,120.7,134.2,51.1
UN085395,815.3,563.9,677.8,553.8,447.9,631.6
UN111261,815.5,843.2,1168.9,1077.3,672.4,1713
UN064255,815.5,1262.2,886.9,798.2,1087,539.9
UN081804,816,724.8,562.4,806.4,415,1222.3
UN086098,816.2,976.6,1323.7,955.4,1173.6,819.1
UN065701,816.9,747.8,718,774.9,984.9,582.2
UN088127,817.9,647.4,811.7,839.5,744.5,757.6
UN084482,818,814.8,811.3,839.3,996.4,764.5
UN064741,818,1146.8,911.3,962.4,1348,661.4
UN068926,819,704.2,553.5,727.8,706.6,556.3
UN088150,819,917.1,936.2,744.7,815.9,967
UN092532,819.5,708.2,1501,758.7,484.4,1814.7
UN041006,823,884.4,1290,658.7,1034.9,1552.5
UN050706,823.4,909.6,785.4,799.2,1127.3,649.6
UN054028,823.7,532.4,724,697.1,437.1,669.9
UN096792,824.3,885.9,859.8,747.5,1023.6,934
UN080682,825,518.1,783.8,912.6,620.9,706
UN063331,826.1,932.1,865.3,680.4,869.1,643.1
UN074258,826.7,856,1344.7,662.3,905.9,715.3
UN079484,827.4,803.3,779.2,880.5,625,652.2
UN043084,827.6,570.8,728.3,696.3,916.6,1108.4
UN034604,827.8,641.8,593.8,758.2,627.4,542.4
UN099892,828.3,917.4,837,528.7,986.2,996.7
UN073062,829.5,1038,1128.8,880.2,1195.5,1146.3
UN065254,830.7,355.4,1463.6,464.7,171.5,907
UN059621,831.1,1399,1220.6,1278.5,1593.3,1450.7
UN070412,831.7,1039,1371,1066.9,670.8,677.4
UN081409,833.3,1309.2,1132.3,945.5,1652,799.5
UN105380,833.3,603.8,1467.9,803.8,450,1707.2
UN071512,833.9,603.2,798.1,843.1,663,921.9
UN087426,834.2,927.1,2060.9,713.3,676.7,1999.8
UN069880,836.4,672.1,992.6,868.3,383.7,788.1
UN109286,838.3,908.4,656,760.3,1064.1,678.7
UN101567,839.9,566.1,705.1,1031.3,919,697.2
UN070690,839.9,840.4,1380.6,841.7,564,950
UN079955,839.9,575.1,502.4,581.5,842.1,503.4
UN068994,840.9,909.6,798.8,794.7,1188.1,630.6
UN080271,841,889,894.1,842.6,743.2,961.8
UN060902,841.2,1273.4,988.1,743.6,1319.3,670.7
UN093098,841.8,1060.5,856.7,1293.6,1269.8,1023.8
UN070312,843.1,676.1,535.9,1428.5,1001.9,708.5
UN060452,845.3,1999.4,1002.7,832.6,775.8,431
UN064627,847.5,1146.5,1310.6,1018.4,1043.9,1146.4
UN106750,850.8,931.7,901.2,873.8,1089.5,1031.5
UN089217,851.5,626.9,467.5,1086.2,859.1,1030.2
UN071906,852.1,733.2,638.8,1296.4,1713.4,977.8
UN057586,853,669.6,669.8,1081.2,953.4,662.1
UN066587,853.5,805.2,936.2,819.2,922.7,679.3
UN087851,854.7,728.8,741.9,735.5,601.4,847.1
UN097664,856.3,1008.1,1081.2,850.6,1019.7,1008
UN070851,861.8,731.6,604.5,956.9,1099.5,873.1
UN074123,863.1,1106.6,1543.5,971.7,956.5,954.5
UN092516,864.2,867.8,1144.6,777.9,979.8,1006.4
UN062571,866.6,1310.5,659.3,639.7,841.7,449.3
UN081896,870.3,766.8,660.7,808.9,919,807.9
UN098060,870.7,375.3,650.5,382.7,322.3,823.4
UN091013,871.6,801.8,1065.1,401.3,554.6,1035.8
UN057518,874.7,680.2,921.2,987.6,789.1,733.7
UN103401,879.7,698.9,1102.1,881,581.8,1482.9
UN048350,880,707,831.8,1351.5,1123.1,2280.2
UN063647,883.2,1046.8,1643.7,1077.6,1503.1,1588.9
UN054630,883.5,941.7,1929.2,790.8,529.6,1149.8
UN061481,885.6,1253.7,1594.4,703.5,462.7,945.5
UN060120,887.4,836.4,1033.3,965,1276.3,687.3
UN096357,888.1,669.9,821.6,698.8,442.8,560.3
UN010453,890,496,920.3,661.4,445.1,1452.1
UN084901,892.9,779.9,643.5,844.6,872,351.3
UN093591,896.4,733.2,392.1,1240.7,1281.8,728.6
UN098187,898.6,663.3,632.2,591.7,552.7,491.5
UN087511,899.4,746.3,794.2,803.1,1019.1,935
UN063306,903.4,2173.3,1322.5,456.5,403.5,182.6
UN074163,905.4,861,940.5,860.1,681,891.2
UN090177,905.8,794.6,659.5,424.8,662.8,551.5
UN099382,908.7,579.5,452.9,1027.1,891.4,800.7
UN070906,909.7,814.2,1068.2,806.1,782.7,683.1
UN086995,912.8,1160.2,927.7,1369.1,1424.7,1166
UN077815,914.6,1035.5,1037.8,832,1129,942.3
UN084794,915,1069.5,1111.8,967.5,1528,968.5
UN065598,919.4,819.5,600.6,1011.8,1154.8,648.7
UN114876,919.6,661.8,1381.2,599.2,459.2,852.7
UN081417,920,717.3,929,823.1,742.2,938.4
UN097292,920.7,737.5,956.1,774,838.2,754.6
UN064575,922.9,754.4,627.7,921.4,1168.7,753
UN099013,927.3,1079.8,1122.4,925.4,1272,755.1
UN074843,927.7,1193.6,1338.3,782.9,1288.8,1001.6
UN106624,927.9,979.4,976.2,1051.6,1308,1102.3
UN107583,928.4,768.4,628.1,578.9,544.1,667.4
UN064768,930.4,1010.9,1330.3,1388.9,1454,1894.8
UN075644,930.4,890.3,843.1,1094,1026.9,832.8
UN107209,930.6,903.1,1076,759.8,746.1,986.8
UN063104,932.6,831.1,659.9,976.2,1173.2,616.3
UN089734,935.4,775.9,758.5,1083.5,1011.3,1268.2
UN065888,938.4,404,379.8,2290,395.4,1019
UN079485,940.6,877.5,499.7,1487.6,1049.4,583.4
UN074736,942.2,636.8,1373.2,723.6,404,1141.4
UN069791,942.4,863.2,1023.9,1052,989.2,634
UN073995,943.1,962.9,808.4,1065.9,733,825
UN089269,945.9,605.4,1114.8,650.2,418.3,844.4
UN074888,946.4,1354.7,762.4,1059.7,1428,757
UN069972,946.8,1299.6,940.7,1216.3,1626.9,689
UN071749,947.9,876.6,1140.5,882.4,929.9,999.3
UN110313,949.6,1010.9,1144.4,915.1,1000.5,857.3
UN062861,949.9,955.4,986.1,1001,1192.8,762.6
UN089563,951.2,976.6,772.3,1197.2,1504.5,1085.1
UN079584,957.9,709.8,1937.6,831.5,602.7,2152.9
UN093474,962.5,928.6,814,1077.8,1078,875.7
UN088207,965.4,851.9,866.3,882.5,923.3,768.5
UN059176,967,983.8,1193.3,1009.2,1524.3,1008.1
UN087926,969.6,1437.4,924.7,848.2,1087.9,607.4
UN076508,973.9,922.7,979.1,968.9,819.2,870.6
UN057296,975.7,1135.3,1230.7,976.1,1406.1,1059.7
UN097774,976.6,712,994.7,619.4,452.9,515.8
UN062002,981.9,914.9,1160.9,955.2,612.9,616
UN061449,982.1,1511.2,1356.2,1350.5,2709.8,1045.4
UN070766,986.5,1008.4,1098.4,1097.4,1341,1223.9
UN084943,988,991.9,504.8,685.4,1071.3,558.7
UN109762,992.6,904,1046.7,1026.8,906.8,1757.2
UN072409,994.5,1764.7,1323.3,904.4,1502.9,830.7
UN058611,997.4,1037.1,917.7,1196.1,1157.8,768.6
UN086462,997.4,556.4,818.9,498.6,330.9,782.2
UN085781,1001.1,1036.2,822.2,944.9,926,725.3
UN083013,1004.8,919.9,751.9,860.5,1398.7,846.4
UN082141,1008.6,917.1,1389.2,684.2,737.5,1890.8
UN088265,1009,634,1366.9,1167,469.2,1029.9
UN086958,1009,1063.3,1064.3,1040.7,1015.2,984.1
UN099890,1009.9,807,1173,942.1,579.7,1726.3
UN059396,1010.5,1274.9,2221.3,1285.7,670.6,1350.5
UN081220,1011.2,456.1,400.1,1925.7,1055.1,4263.5
UN074090,1011.8,923.6,1564.9,1141.1,885.5,1571.5
UN066655,1013.4,856.3,1110.7,986.4,396,1002.9
UN108277,1016.5,815.8,986.1,1150.6,705,1100.6
UN077145,1017.6,1231.9,1677.6,974.5,424.4,1741.1
UN081637,1021.5,921.1,1184.3,1015.7,1195.9,1066.4
UN110298,1021.7,871.6,1394,859.1,889.8,1536.8
UN079219,1022.2,792.4,1045.6,715.2,1033.4,1122.9
UN081959,1024.6,656.8,443.8,1481.8,1434.7,2788.7
UN068555,1029.4,749.7,942.1,1014,566.8,1202.3
UN085362,1029.4,1021.5,955.9,1339.6,1193.6,1112.1
UN082919,1030.9,637.8,1230.5,859.6,425.6,1464.7
UN060324,1034.2,1746.6,2341,988.7,1106.5,1592.7
UN080628,1034.9,923.9,824.2,1466.7,1270.2,1424.1
UN079823,1035.8,786.5,1020.8,1098,747.3,1190.1
UN079672,1036.2,875.6,990.6,996.8,945.6,1021.1
UN069931,1036.4,1553.3,1573.1,1311.9,1027.5,1214.1
UN110749,1039.5,945.1,917.9,1005.3,980.8,1118.4
UN083577,1041.2,1776.2,1454.4,878.3,1836.8,1487.1
UN080970,1042.3,1140,891.6,942.7,1463.2,827.9
UN105331,1049.5,1160.2,1178.5,922.9,1183.8,1152.9
UN078210,1050.6,1136.5,1356.6,1065.5,1218.4,1298
UN094901,1053.3,1503.8,1115.1,771.2,707.6,877.1
UN067182,1060.1,1195.1,1636.9,1539.1,1264.2,1173.3
UN061267,1060.7,970.7,663.6,962.8,1276.7,716.8
UN070823,1062,742.5,1013.4,941,620.3,699.5
UN091818,1065.6,657.7,548.4,1189.7,805.7,1016
UN054119,1066,606.6,1187.1,741.7,888.5,1075.6
UN109344,1068.2,846,628.9,934.1,862.3,757.2
UN073169,1069.1,1271.2,2057.2,670.1,731.2,1167.2
UN112936,1070.2,747.5,700,822.5,1019.1,913.1
UN074691,1070.2,1395.3,1942.1,1151.8,1090.3,1084.6
UN107898,1070.2,738.2,1376.9,884.2,531.9,1155.2
UN064696,1072.1,1277.1,1359.5,1269.1,1656.9,1330.9
UN089984,1074.1,862.8,883.6,928.4,1082.7,1093.7
UN100112,1074.5,870,899.6,1287.1,857.2,1969.5
UN081270,1074.8,883.4,928.8,1146.2,1198,1054.2
UN076079,1076.1,1487.5,1146.5,1418.5,1654.5,1294
UN085730,1083.3,813,1573.7,1040.8,635,1373.1
UN096177,1083.9,1024.6,1183.9,1052,1030.1,1292.6
UN033656,1085,758.1,864.9,563.6,647.1,634.6
UN098878,1085.1,965.1,1070.3,946.9,788.3,1191.3
UN073306,1087.2,1190.5,1700.4,1407.3,1134.3,1624.6
UN093640,1089.6,1268.1,870.6,1843,2147.7,2229.3
UN051788,1092.3,1148.7,1114.6,1569.5,1314.6,961.2
UN080888,1092.7,1931.4,1222.3,1015.9,1296.2,900.4
UN097755,1093.6,1137.2,1077.5,1243.5,1220,1166.2
UN081135,1094.2,925.2,1353.3,1101.8,707.8,1310
UN095806,1094.2,719.8,1178.1,901.5,809.8,743
UN084066,1103.2,1221,1506.1,1233.9,1483.2,1405.3
UN057418,1105.2,667.7,1950.4,704.9,379,1828
UN050426,1105.6,680.2,838,1384.4,823.5,1993.3
UN064111,1106.5,1555.5,828.5,1579.2,1190.4,780.8
UN111550,1107.6,3089.5,1529.3,785.5,924.1,756.5
UN088209,1111.1,769.6,827.3,1242.8,586.3,991.9
UN070079,1111.5,1068.6,1210.4,1164.6,1188.5,880.7
UN068493,1111.8,1379.4,1421.9,1081.4,1478.5,1228.5
UN086178,1112.6,1213.5,1194.3,1513.8,1497.1,1927.7
UN074291,1112.7,2014.4,937.4,500.1,1270.2,135.8
UN076750,1113.8,760.3,767.9,1002.4,1003.5,765.8
UN067721,1117.9,956.7,928.4,1239.5,831.4,607.5
UN077305,1119.4,920.8,1408.3,984,989,1179.6
UN095608,1119.5,774.6,1189.6,900.8,823.5,1964.2
UN060101,1120.3,1266.5,1307.1,1208.8,1576.9,1150.7
UN065436,1124.3,979.1,1129.2,762.9,748,1080.9
UN088732,1125.1,1042.7,1030.4,1266.8,1192.4,1394.8
UN077986,1126.7,992.2,990,1016.8,1268.8,1125.8
UN094998,1127.3,903.1,921.6,994.6,953.6,982.9
UN063811,1129.3,1368.8,964.9,1253.7,1823.3,885.8
UN081838,1130.2,607.5,3588.5,817.3,495,2788.5
UN084366,1131.5,1174.6,624.6,849.5,1333.2,626.1
UN058300,1132.1,2019.3,1241.8,997.8,1038.3,572
UN109710,1132.2,587.3,654,761,342.8,852
UN070794,1132.6,1075.1,873.7,1319.6,1541.3,863.1
UN067208,1133.3,1162.1,998,893.9,1208.6,829.3
UN097675,1135.2,960.1,891,981.1,863.2,1094.4
UN066529,1135.4,436.4,370.9,2799.9,1767.3,1033.2
UN101826,1144.4,914,1085.9,976.2,967.9,1309
UN112808,1145.5,957.9,959.4,936.6,1005,1073.3
UN074155,1147,1250.6,1806.8,1248.1,1363.3,1279.2
UN077967,1147,1726.6,1700.4,1194.3,1923.6,1509.9
UN094045,1148.1,876.6,2627.9,1048.9,795.2,2764.6
UN097052,1149.3,780.9,2536.1,794.4,666.1,2339.6
UN062220,1153.4,1257.2,1193.5,1150.6,1425.3,830.7
UN100394,1156.9,996.3,1316.7,1016.5,616.8,1556.8
UN063578,1159.6,1075.1,1292.9,1095.1,781.9,783.7
UN063052,1163,2499.7,1029,697.4,987.4,527.1
UN055196,1169.2,1318.9,2261.7,1403.1,854.8,1247.1
UN078692,1169.4,697,981.1,976.4,479.9,1094.3
UN052455,1170.1,1435.5,1006.4,1761.1,1032.8,2665.5
UN100335,1171.8,729.7,804.3,777.1,360.4,674.5
UN056168,1173.3,1518.7,863.5,2292.2,2737.8,1102.6
UN050760,1179,3673.3,1914.4,1248.8,1937.1,707.2
UN075715,1180.1,810.8,1087.1,828.4,680.2,680.9
UN085774,1182.8,1742.5,1581.1,1269.6,1652.2,1132.8
UN096732,1186.9,940.2,1049.9,1015.5,1080.5,987.7
UN088175,1190.6,1028.7,958.3,914.5,1042.8,878.1
UN088824,1192.2,1033,1239.9,1067.6,1021.8,1642
UN081875,1192.6,1279.3,1609,1182.6,1180.6,1547.8
UN075930,1195.5,1117.5,797.3,1330.4,1822.9,954.7
UN080951,1196.4,1077.9,1005,1108.2,1261.6,1161.3
UN065397,1202.3,1358.8,1137,1053.3,1643.7,966.2
UN056734,1203.8,1066.7,1238.7,1308.9,1628.9,1383.8
UN079029,1205.3,1337,1166.2,1592.6,2014.2,1597.8
UN081366,1205.3,1250.3,889.1,1192.2,1324.8,1247.9
UN061555,1205.5,1027.4,952.6,1762.2,1914.2,1634.4
UN082721,1207.3,1249.1,868.6,1210.8,1440.6,1208.8
UN085851,1208.6,966,1110.7,1265.2,857,977.3
UN082857,1209.9,1217.9,1377.3,1526.4,1366,1130.1
UN096250,1211,1087,813.1,1846.8,2234,1851.1
UN075280,1213,1620.6,1537.1,1417.6,1296.8,1196.5
UN080491,1214.7,1834.2,1183.9,1576.7,1680.9,1409.9
