Accession,A_1,A_2,A_3,B_1,B_2,B_3
UN071959,1650.9,2230.4,979.4,1524.2,698.5,1344.5
UN059574,1656.7,632.3,1693.2,2249.1,2607.2,2382.8
UN097675,1657.1,1677.8,1165.3,1781.3,2202.6,1737.9
UN072201,1664,1068.1,102.9,210.8,201.6,319.9
UN092228,1664.7,1640.3,770.2,1839.6,2015.2,1604
UN093239,1666.1,1441.7,1261.6,994.9,1972.9,1357
UN086137,1672.1,1703.3,2480,1294.2,2064.8,1493.5
UN067340,1672.4,1203.5,766.9,379,523.5,280.2
UN078006,1674.7,1431.7,846.6,1339.8,1615.2,1325.1
UN071576,1679.1,1254.9,1756.3,3951.1,2458.8,2657.1
UN097808,1679.3,4452.7,1835.9,2423.5,2133.7,2752.4
UN088140,1683,1809.8,1427.6,1468.8,1395.7,1822.1
UN090454,1684.8,1534.8,524.6,1449.6,1950,1551.6
UN078654,1685.8,2907.1,992.7,1696.6,812.4,1773
UN054630,1686.4,1122.7,551.1,1229.5,1193.1,1980.1
UN080698,1693.8,1550.1,2363.8,1105.3,987.9,1182.2
UN079294,1696.8,1811.9,830,1494.7,1229.4,1953.4
UN077862,1697.1,2602.7,2333.9,4047.5,3762.7,2347.8
UN110568,1699.8,2384.9,2891.7,3144.2,2102.5,2862.3
UN052342,1701,1274.8,8210.2,1991.7,3498.1,2203.4
UN099217,1703.3,2363.7,1603.5,1307.6,1306.1,1504
UN088680,1706.5,836.5,1902.3,6432.4,3106.4,2207.5
UN079921,1711.2,1702.1,2533.1,1564,1334.1,1744.3
UN056065,1712.1,406.8,3383,1003.7,1477.9,1417.1
UN080158,1718.3,1674.1,1218.4,1513.8,1487.1,1309.4
UN071082,1718.5,1785.2,1215.1,2282.2,1446.2,2506.3
UN084371,1729.2,1816.3,3522.5,1433,2655.9,1656.4
UN065714,1738.4,818.9,760.3,1223.7,1433.3,1317.6
UN079325,1750.6,872,18518.7,832.2,1204.2,681.3
UN070687,1754.8,1445.9,14614.4,988.6,1747.9,1213.5
UN053766,1760.3,595.8,21141.4,803.5,1154.1,1059.8
UN068096,1762,689.6,932.9,1509.6,1773.6,1530.1
UN096836,1773.5,1183.5,5325.2,878.4,1246.4,1265.4
UN048522,1774,2649.4,654,1427,1113.7,1746.1
UN087220,1777,1089,587.6,648.8,656.7,579.2
UN108135,1783.9,2127.9,803.4,2530.4,2003.7,3149
UN072521,1790.1,2098.4,654,2394.1,2046.9,2393.8
UN078965,1792,2025.5,790.1,1376.6,2149.8,2318.1
UN009970,1797.8,2900.3,1178.6,512.2,728.8,624
UN110947,1799.6,1343.9,1108.9,984.6,921.7,798.8
UN061124,1802.8,806.9,1643.4,2361.6,1651.5,2041.8
UN086995,1804.5,3181.8,8552.2,3063.5,2346.8,3916.1
UN091371,1806.1,2051.5,1633.4,2102.7,2187.9,1583.8
UN093195,1806.3,1637.4,1739.7,4932,1313.9,3647.5
UN076047,1822.5,1563.3,5507.8,4950,3453.6,5918.9
UN110421,1825.2,1581,488,1095.3,1291.4,1325.8
UN070644,1825.5,856.5,2453.4,793.3,1454,843.2
UN103551,1827.5,2131.8,2443.5,1890.6,1717.6,2035.1
UN073128,1830.5,1651.4,504.6,3241.5,2734.8,3586.8
UN077895,1831.7,653.9,458.2,1662.1,1260.6,1211.3
UN057586,1832.6,302.4,2061.7,719.4,906.6,624.8
UN090129,1840.7,1988,3071,3502.1,5494,3464.3
UN050760,1841.4,1001.6,544.5,947.8,1256.5,967.3
UN101134,1848.8,1254.2,1294.8,3987.9,2137.8,4473.5
UN068802,1857.8,1006.9,99.6,1134.8,695.8,1182.9
UN079584,1864.3,1474.5,1145.4,3459.4,1004.4,3662
UN072461,1873.3,4927.5,1560.4,2039.1,4088.3,2971
UN028872,1875.3,814.9,9956.5,1039.4,1907.3,991.3
UN060976,1875.8,1930,4857.1,4728.7,4508,3804.4
UN060831,1878.8,490.5,527.9,2510.8,10557.3,1389.8
UN088847,1880,3786.1,1978.7,2657.2,2338.1,3291
UN108021,1887.6,2938.9,2204.4,3385.8,4387.2,3713.9
UN096357,1894.5,1017.4,298.8,2332.6,1794.8,2573.9
UN081831,1897.7,821,1308.1,701.7,1208.8,1061.5
UN067578,1910.9,584.8,4206.4,1752.4,2131.8,2138.5
UN077808,1911.4,1734.7,650.7,2028.3,2448.7,2259.3
UN074594,1914.8,1351.3,1251.6,768.6,1163.7,1009.6
UN086206,1919.9,1364.6,2061.7,1239.8,1958.7,1681.4
UN066489,1920.8,722.8,428.3,2952,1432.4,1532.2
UN097546,1926.4,1202.6,1849.2,1958.2,3074.7,1956.2
UN092394,1936.5,3795.9,1271.5,2237,1941.7,2528.7
UN048228,1939.1,988,1885.7,1272.8,1391.5,1449.9
UN088035,1942.3,1106.5,2383.7,2093.3,2896.5,2095.7
UN057014,1945.3,6630.2,2048.4,5434.4,2368.8,8867.4
UN087214,1945.3,766.7,1112.2,3540.4,1042,2884.1
UN073033,1946.5,1338.5,5547.6,1699.5,2147.9,1631.6
UN080140,1946.5,2563.3,156,186.8,127.2,364.5
UN050410,1954.8,610.3,853.2,4684,7957,5435
UN081665,1955.5,3717.4,893.1,1375.5,1381.4,1507.2
UN066628,1959.9,1466.4,1035.8,1252.1,1095.8,1863.1
UN100579,1963.6,4431.8,3476,1872,1960.5,2437.5
UN093109,1968.9,1268.4,992.7,1712.5,1178.4,1648.2
UN079607,1973.9,1649.5,1331.3,2011.3,1634.5,1472.6
UN073047,1976,449.2,448.2,148.5,220,358.9
UN075178,1984.1,1369.7,4189.8,1415.9,1783.7,1340.4
UN091369,1989.9,771,268.9,1497,1200,1856.8
UN070405,2007,806.8,358.6,2039.6,2445.1,2275.2
UN079180,2023.4,1847.5,1314.7,1726.3,1840.2,2255.6
UN114380,2024.8,3071.8,1580.3,2896,2674.7,3416.5
UN088210,2027.3,1527.6,415,1307.3,2074.4,1361.1
UN113863,2034.7,4058.1,909.7,1897.1,2157.6,2003
UN109493,2035.4,1572.9,863.2,1273.9,1154.1,1078.6
UN083858,2036.1,653.7,12745.3,859.4,1387.4,967.1
UN078578,2038.6,2480.2,1098.9,3854.3,4604.9,2999.6
UN082073,2043.9,1536.7,315.4,504.7,619.1,674.4
UN067209,2045.5,1031.9,348.6,645.8,730.7,856.8
UN076771,2048.1,1295.7,2001.9,993.4,1158.2,788.6
UN096594,2048.3,2308.7,1653.3,2342.4,2196.1,2449.6
UN084378,2057.5,1773.1,11965.1,2445.7,1447.1,3300.1
UN060835,2060.1,409.7,2822,811.7,919.9,1066.1
UN055322,2074.9,2236.4,740.3,1362.4,2432.7,2219.2
UN072116,2076.9,2418.8,793.5,1905.9,1868.2,2018.7
UN106377,2089.2,3246.7,1105.5,3908.5,2627.4,3055.2
UN064696,2089.4,2817.6,1019.2,2001.9,2002.8,2511.6
UN065313,2097.7,2184.4,1653.3,5153.1,3479.3,4860.3
UN081849,2121.3,1512.1,1228.4,1202.4,1945.9,1177.1
UN082061,2125.7,3111.5,1105.5,2477.5,2184.2,2641.8
UN073273,2127.7,772.7,1314.7,882,1205.5,1313.7
UN068810,2129.4,1461.6,1178.6,1404.4,2161.7,1921.7
UN093985,2143.2,2906,946.2,2939.7,2818.9,3117.5
UN053909,2143.4,1807.2,7436.7,933.6,1534.8,1230.3
UN083143,2146,1795.4,826.7,2383,2883.6,2463.8
UN035131,2147.4,1868.4,37558.6,1765.4,1519.7,1594.8
UN108874,2150.4,2432.3,2758.9,3146.5,2826.7,3451.6
UN113938,2152,4791.7,2221,2834.9,3895.4,3497.3
UN065254,2154.1,1137.4,2277.5,6091.7,2196.6,6036.5
UN072438,2155.7,1282.6,879.8,757.7,1122.4,963.7
UN084715,2158.5,3940.4,2118.1,2472.9,2795.9,2495
UN093989,2163.5,3800.1,1158.7,4803.8,4142.5,4862.5
UN089000,2173.2,2831,932.9,2143.5,2207.2,2727.2
UN079772,2187.6,3791.2,458.2,1793.6,2290.7,1173.8
UN072227,2191.7,676.6,2951.4,1223.3,1551.4,1514.6
UN072324,2193.1,1297.9,3608.8,1808,1873.3,3725.6
UN104841,2206.3,1410.2,1088.9,1393.9,1432.9,1738.9
UN105331,2214.6,2395.9,899.7,2242.4,2367,3045.8
UN062095,2215.7,1519.2,564.4,1063.9,1774.5,1138.5
UN086498,2216.9,2459.4,2068.3,3046.6,2378.5,2916.4
UN091410,2220.1,3876,2729,2929.9,3202.4,2733.4
UN070717,2229.8,1426.7,624.2,1831.5,2190.2,1848.5
UN075156,2231.2,1730.6,677.3,1183.3,1493,1250.8
UN090149,2233.5,3101.6,2264.2,1726.5,2019.3,1571
UN048350,2240.2,2557.2,2752.2,14756.9,8400.2,11512.2
UN065231,2245.1,1830.6,2304,1653.7,934.1,1066.7
UN069952,2246.4,2185.9,2197.8,1796.7,2385.8,1491.5
UN100312,2253.1,3552.7,7137.9,1929.8,2460.7,1904.3
UN066606,2261.7,2586.3,856.5,1477,1442.5,1692
UN078311,2261.9,7812,9863.6,2309.8,2989.3,2839
UN085863,2282.2,4244.9,478.1,2817.6,4035,1833.1
UN101852,2286.9,3112.3,2755.6,3593.3,2247.1,3208.1
UN091132,2297,2164.1,1660,2057.1,2045.5,2658
UN054565,2320.1,1334.9,2622.8,2281.7,3044.4,2422.9
UN067131,2322.4,2572.4,843.3,3038.8,2947.9,3042.3
UN057201,2333.3,1659.6,753.6,2058.4,5425.6,1732.9
UN050948,2336.5,2348.2,2719,2807.1,3228.5,2591.6
UN065170,2341.1,1015.9,142.8,1089.8,1324.5,922.7
UN071106,2352.4,1600.7,1045.8,1574.6,2039.1,1668.7
UN059098,2353.8,1259.3,4010.5,2879.5,958.9,2398.5
UN106014,2355.9,1673.9,703.8,1173.7,1223.4,966.3
UN071992,2367.2,4446.8,680.6,2374.6,2264.1,2797
UN103490,2368.4,3571.1,3608.8,2391.1,2099.7,2447
UN069880,2372.5,1239.5,830,2141.8,3161.5,2049.7
UN065875,2374.1,2788.1,1550.4,1734,2356.9,1919.8
UN008312,2377.8,2596,3319.9,2314.2,1909.6,2406.7
UN109000,2394.5,3221.2,2300.7,2604.9,2970.9,3460.9
UN100254,2408.8,2577.2,2045.1,2382.3,2468.5,2282.5
UN077777,2409,2109.1,2755.6,1908.8,2257.7,1972.4
UN068738,2412.2,2335.1,1736.3,4951.9,4080,4292
UN081888,2415.9,3000.1,2287.4,3636.8,4449.7,5486.9
UN081083,2419.6,3175.2,1191.9,1964.5,1663.4,1813.7
UN082830,2424.7,4861.3,2709.1,2450.5,4303.7,3088.2
UN072122,2434.6,2637.7,5803.3,4185.8,4891.5,2767.9
UN064261,2440,3299.1,1709.8,2973.8,2232.9,3344.5
UN073036,2442.3,3942.9,2138,1327,1760.8,1225.6
UN091454,2446.2,5121.9,2114.8,4128.1,3375.5,5395.8
UN022329,2453.4,2384.7,1553.7,2162.1,2139.7,2406.7
UN057518,2453.6,2158.2,1832.6,2902.7,1451.2,2166.4
UN111599,2454.3,1865.5,1108.9,1285.4,1531.6,1201.8
UN104584,2459.4,2311.4,1835.9,2752.3,3635,1963.8
UN065075,2460.7,2856.9,803.4,2484,984.6,3043.2
UN074943,2469.7,3802.3,5610.7,1685.1,2773.4,1822.6
UN090286,2471.1,1952.6,4757.5,1410.9,1949.5,1712.4
UN089511,2483.4,1933.7,2891.7,1681.3,2483.6,1968.3
UN064322,2483.4,9779.2,743.7,2014.3,1070.5,2425.6
UN054461,2483.8,1440.9,932.9,3660.6,5261.7,4570.2
UN103539,2488.5,1690.3,647.4,1791.3,2867.6,2368.8
UN053938,2489.4,1544.7,2231,1685.5,2636.6,1765.2
UN093706,2490.5,1874.6,2373.8,1629.8,1764.4,2066.3
UN073238,2491.5,1493.2,1394.4,4731.8,4483.7,4084.6
UN076012,2504.8,1114,1115.5,1992.1,1831,2402.4
UN086500,2508.1,4367.3,3227,2705.9,2756,2504.7
UN078421,2508.8,2798.6,1928.9,1807.6,1507.3,1357.2
UN050426,2517.5,1439,650.7,1900.1,2007.4,1366.1
UN088918,2524.7,2192.4,1912.3,3212,4295.4,4009.6
UN078858,2529.6,2049.4,1142.1,2116.5,2389.5,2325.8
UN107261,2534.9,3441.7,4760.8,1965.9,1997.3,2305.6
UN079898,2554.7,2549.8,1387.7,4900.6,3367.7,6200.3
UN072833,2555.9,2919.9,727.1,2962.7,2039.1,3726.2
UN061481,2578.3,1691.4,1503.9,1936.9,2009.2,2092.6
UN109083,2579,3862.7,6082.1,2387.6,2941.5,2342.9
UN074677,2580.4,2137.4,1238.3,2344.7,2340.3,1876.7
UN080007,2581.3,1200.7,1703.1,3679.2,3700.2,4189
UN086064,2582.9,1787.8,1474.1,4320.5,4249,4258.4
UN072824,2589.6,1542.1,1437.5,2847.1,5340.2,4025.6
UN090892,2600.7,2677.6,2559.7,2979.7,2585.6,2408.8
UN055874,2610.6,2875.9,5780,10311.1,10131.6,6165.2
UN071819,2615.7,1593.9,1092.3,1723.1,2300.9,1222.7
UN106299,2624,3182.9,1666.6,2514.9,2431.3,2773.1
UN073215,2624.2,2771.3,903,2195.8,2530.5,2371.6
UN069964,2625.4,2942.2,1978.7,4647.1,5130.3,4380.4
UN106680,2636,2003.6,1563.7,4593.8,4380.8,3413.2
UN056246,2639.2,1655.9,982.7,1005.6,2011.5,1551.4
UN071835,2644.3,3016.9,4511.8,1703.3,2341.3,2155.2
UN078855,2654.5,800.8,5252.2,2554.5,1629,3685.7
UN100776,2657.3,4297,1278.2,2905.6,2383.5,3823.4
UN077553,2664.9,712.7,727.1,551.5,500.1,410
UN106361,2665.8,2760.5,2234.3,4164.9,3839.3,3558.3
UN089630,2675.5,2535.9,1102.2,2145.2,2484.6,2301.9
UN065353,2690,688.3,441.6,1247.1,1322.6,974.9
UN071658,2720.8,501.8,3276.8,1742.2,1381.4,2290.5
UN075776,2724.5,4141.9,2091.6,4506.8,2881.3,3558.9
UN031014,2724.9,1144.7,3851.1,1182.3,1030.6,1012.4
UN104365,2760.3,4637.4,3761.5,4942.7,3655.6,6106.8
UN073971,2771.1,3155.9,670.6,659.2,653.5,688.9
UN090664,2784.3,4648.5,886.4,2987.2,2014.7,2768.1
UN081369,2784.3,3903.4,1912.3,1218.9,2398.7,2316
UN106908,2786.6,1418.2,282.2,835.3,1480.2,767.3
UN082180,2791.7,3858.4,1683.2,7434.2,4512.6,6280.8
UN070499,2793.3,859.5,1079,5065.4,6069.5,4482.7
UN082001,2793.7,5912.6,2426.9,3714.2,3625.8,4021.1
UN074843,2805.7,3392.9,640.7,2238.2,3319.9,2728.7
UN059814,2814.3,2545.7,1716.4,6295,6483.7,5264
UN101892,2817.5,8967.4,1088.9,4193.5,2661.4,2353.4
UN064255,2822.6,2263.4,899.7,2938,5189.5,4088.7
UN094814,2823.3,1263.8,9153.1,923.4,1057.7,815
UN057752,2827,1116,727.1,2463.5,2452.9,1651.4
UN079110,2837.6,3238,2416.9,4243.3,3738.3,4098
UN108561,2846.4,10717.8,4694.4,3660.4,4001.5,3379.6
UN102251,2848.2,4283.2,4083.5,2720.1,3635,3207.8
UN075772,2863.5,2987.1,647.4,2672,5040.3,1664.6
UN107997,2872.5,1921.9,1042.5,2209.2,2270.5,2337.5
UN066424,2873.2,751.5,8070.8,1414.6,1802.6,3182.6
UN092756,2875,2768.1,806.7,2160.6,3065.5,1990.3
UN082460,2880.6,2128.5,2473.4,1053.2,2090.5,2146.1
UN069209,2897.2,2401.3,1444.2,2645.7,2199.4,2137.9
UN082287,2899,4043.6,1009.3,3369.3,2898.8,2566
UN091151,2901.3,5279.1,1922.2,3334.1,2445.5,2889.1
UN090523,2908,3089.3,2181.2,3420.3,4740.4,4020.8
UN060115,2914.5,1240.3,2297.4,3165.4,5382,3597.3
UN076604,2915.9,1231.5,454.8,1127.3,1471,1211.8
UN067501,2917.5,1026.1,2891.7,1136.1,936.4,663
UN069238,2923.5,721.8,913,981.5,2022.5,1077.7
UN070234,2939.7,1790.6,766.9,4451,4111.7,3927.3
UN065515,2951.2,2730,946.2,6384.5,2981.5,2479.3
UN070103,2966.7,1504.7,913,1176,1381,1220.8
UN081952,2971.5,3613.8,673.9,1716,1560.5,1700.6
UN056552,2979.2,1639.8,720.4,599.2,707.2,615.6
UN079746,2982.6,2362.1,1686.5,898.5,1628.5,827.4
UN114066,2990,3753.6,2536.4,3557.3,2755.1,3254
UN070741,3003.2,2761.7,813.4,1597.6,2268.2,1694.6
UN093580,3008,3375.8,1440.9,3270.4,3137.6,2787.7
UN086016,3021.9,1881.2,796.8,2519.5,2857.9,3085.6
UN066017,3027.2,6295.8,690.5,4124.3,3066.9,5285.6
UN098926,3028.1,3470.2,2888.4,2253.1,2395.5,1964.2
UN081087,3047.1,2882.5,976.1,1314,1685,1531.6
UN090093,3053.1,2400.6,2941.5,1295,1912.3,1727.1
UN066631,3071.3,1827.4,1640.1,5268.7,6964.6,4159
UN077602,3078,6128,2297.4,1668.1,1810.8,2238.6
UN106124,3122.3,3223.7,1915.6,3423,4307.8,2993.6
UN086298,3130.9,2254,1796.1,3572.4,3653.3,3852.9
UN082187,3141.7,2318.1,2035.1,2979.4,4463.9,3689.4
UN085082,3162.8,4328.4,1752.9,4202.5,4348.2,5066.6
UN095908,3164.4,4967.7,1982,2757.8,2683.4,2536.2
UN078952,3166.4,405.9,939.5,2246.6,235.1,2200.6
UN065840,3187.5,2699.4,740.3,3801.4,3463.2,4006.2
UN074395,3189.3,1491.2,531.2,3422.4,2535.1,3104.8
UN085362,3194.6,1931.9,2234.3,2781.8,2593.4,2269
UN097160,3226.3,5649.2,1610.2,4379.7,3756.7,4472
UN079005,3234.3,5137.2,10537.5,2729.5,3210.6,2432.5
UN097825,3240.6,3748.3,3585.5,4213.2,4845.1,5004.1
UN059467,3248,7047.7,2108.2,6890.4,2337.6,5996.5
UN062141,3254.9,337.7,5228.9,726.8,526.8,1027.7
UN089347,3263.2,5282.1,2556.4,5844.1,5915.2,6888.6
UN105974,3320.7,4321.5,3877.7,6677.3,6779.9,7283.2
UN075774,3324.4,1883.5,800.1,1761.4,2088.7,2178.2
UN065870,3329.9,3467.2,1291.5,5700.8,4336.7,5062.3
UN068383,3341,2764.5,1663.3,2903.3,1865.5,2356.5
UN065522,3345.4,2775.1,660.7,1924.7,2839.1,2197.4
UN088509,3347.5,4743.6,5258.8,2694.2,5205.2,3079
UN114251,3355.1,2757.2,3784.7,2184.5,2450.6,1927.6
UN101468,3364.4,1657.6,1191.9,1957.8,3192.7,2528.7
UN067765,3377.7,8623.1,4402.3,2941,2195.7,2678.9
UN061587,3384,5681.9,395.1,779.1,479.5,858.5
UN058828,3403.8,3329.4,2184.5,4691.7,16331,5352.4
UN104843,3406.4,327,3645.3,2650.9,280.1,1524.5
UN110030,3429.7,6990.2,4173.2,7602.5,5459.6,7116.8
UN070691,3443.6,1607.2,909.7,3952.8,3671.7,4015.9
UN063037,3450.9,2717.8,5630.6,3237.7,2951.2,2269
UN083151,3476.1,3300.8,1427.6,6960.9,7213.5,9455.8
UN031871,3499.2,602.2,1241.7,1214.9,654.9,574.6
UN074244,3514.9,1365.3,2350.5,2000.4,2710.5,2035.7
UN090216,3517.2,4009.2,909.7,4628.9,4677.5,3990
UN080107,3519.5,532.9,2124.8,2871.1,2611.3,3407.2
UN065286,3521.8,3515.7,903,1140,1082.9,991.5
UN081450,3523.7,2465.3,2370.4,2348.9,2840.9,2285.6
UN075796,3532.5,3419.4,2327.3,2064.7,2905.2,2570.3
UN060942,3537.1,4170.2,1590.3,3939.8,4152.1,4812.1
UN092869,3551.2,146.4,6991.8,280,169.9,337.3
UN087705,3553.2,3977,3741.6,2031.2,2100.6,1591.7
UN093268,3562,3908,2413.6,7357,9503.8,7690.4
UN095576,3567.8,2798.8,4847.1,3592.2,5303.4,2553.9
UN065877,3576.1,2983.1,4525.1,1294,1719.4,1202.5
UN066065,3591.8,6237.2,1736.3,3433.5,5135.8,2974.6
UN075126,3593.9,2536.2,1962.1,2863.2,2463.4,2239
UN079484,3593.9,1922.6,677.3,3269.5,2968.6,2444
UN045354,3596.7,4731.5,962.8,3973.1,4886.4,3688.3
UN067285,3599.2,834.2,1002.6,12233.8,1917.8,7798.5
UN104362,3628.5,3246.4,24013.2,4234.3,4123.6,4557.9
UN083122,3637.3,5275.9,3980.6,15989.6,12613.8,9708.9
UN079318,3663.2,7840.6,2503.2,7129,4113.5,5845.2
UN095110,3676.1,6695.9,1782.8,4269.6,4091,3416.3
UN090066,3720.2,3470.7,1404.3,7330,3017.3,7673.3
UN082411,3722.7,7016.5,2436.8,10461.3,8650.5,13348.8
UN094879,3732,3394.7,4425.5,3138.6,3519.2,3140.4
UN068093,3736.8,3160.8,4023.8,4758.8,4609.5,4750.7
UN056367,3744.5,1354.7,531.2,720.5,938.3,702.2
UN103757,3775.2,749,1447.5,1940.2,2354.1,2317.5
UN080446,3779.3,5414.1,13313,28089.3,7684.7,18674.8
UN033656,3795.5,1819.3,673.9,4151.3,6040.1,4884.9
UN105662,3812.6,2649.4,17791.6,3488.5,4835,6044.3
UN095992,3825.7,3319.3,2486.6,3420.7,3154.6,3021
UN093448,3828.7,3719.8,2430.2,3177.1,3260.7,3979.5
UN075280,3847.2,3696,2423.6,4827,4117.2,5494.7
UN089067,3850.4,4534.4,5401.6,5037,5814.6,2611.9
UN077193,3862.7,4159.8,1613.5,1386.2,1672.1,1710.1
UN082728,3870.1,7881.2,2835.2,6121,3036.6,6160.7
UN085757,3929,1984.8,1709.8,2705.3,4626,2272.4
UN096801,3945.4,4360.1,3263.5,5979.2,4714.7,5560.9
UN086867,3955.5,3439.4,1022.5,2608.4,3150,2948.1
UN079763,3959,977.5,1537.1,7120,2265.5,902
UN080603,3963.4,3662.3,932.9,4154.4,4038.2,4044.1
UN082070,3975.8,7276.5,2861.8,4941,4911.2,3921.7
UN064684,4037.5,2062.9,1254.9,4424.8,2957.1,2998.5
UN082818,4039.8,3307.7,1869.1,1969.1,1865.5,2341.8
UN078742,4058.5,2402.7,1344.6,3382,3150.9,3122.9
UN089391,4081.4,5480.8,1427.6,2516,2729.3,3111.5
UN071166,4082.8,3120,7811.8,733.3,778.4,1150.8
UN094249,4090.8,5009.5,2586.2,7363.3,4602.2,7844.2
UN077147,4097.8,5327.5,2211.1,2873.4,2773,2514.4
UN056920,4110,5217.5,3967.3,14326.9,5812.8,9695.3
UN068027,4130.3,3633.9,2579.6,3519.4,3214.8,3011.7
UN060219,4136.8,5738.6,1746.3,2745.4,2380.8,3679.4
UN100072,4179.1,2437.7,6331.1,2236.4,3827.4,2604.5
UN074691,4191.8,4275.4,6324.5,5205.6,4866.7,6536.2
UN108447,4204.7,2266.2,4276.1,2752.5,2757.8,3360.7
UN087074,4225,3207.1,2712.4,2473.5,3319.9,2076
UN060020,4305.1,2043.9,1122.1,5561.9,8661.5,5858.9
UN073757,4336.8,4297.2,2400.3,2482.5,3030.1,2900.5
UN080466,4346.7,6191.6,4176.5,4426.5,3145.9,4331.9
UN085774,4375.8,4971.9,836.6,2129.3,2274.7,2040.5
UN091611,4377.9,2743.8,10763.3,5511.1,6452.9,4808.8
UN102883,4390.8,7192.3,12795.1,7015.7,6348.7,6905.1
UN079858,4400.1,2484.7,2051.7,8059.3,7971.2,7338.6
UN099430,4401.9,6224.6,7649.2,4924.7,6249,6705.4
UN105658,4406.5,5935.2,3632,9457.4,9090,9108.1
UN068392,4431.7,2685.2,8837.7,4823.2,7179,5272.2
UN077203,4434,3830.5,2543.1,14457.4,5945,7055
UN112421,4516,4372.7,4684.4,5347.4,7230.5,5106.9
UN060778,4552.2,2792.9,657.3,646.9,1818.6,2055.6
UN091755,4571.4,2614.6,1918.9,2560.5,3962.9,3264.7
UN084964,4572.8,3107.6,2752.2,2633.7,4074,2734.5
UN088319,4597,5875.7,1935.5,3962.6,4559.9,4017.4
UN101691,4626.8,2785.3,10494.4,6107.8,4049.2,6159
UN073091,4634.4,4010.1,2695.8,3843.2,4669.2,3453.6
UN065305,4640.4,4948.9,3084.2,15001.2,8307,11412.2
UN059978,4692.4,3191.6,488,1779.6,1220.2,2159.5
UN107600,4699.6,6413,3685.1,6786.5,7458.7,6554.7
UN058674,4702.8,2515.7,3147.3,4278.4,6013.4,4826.5
UN085513,4722.9,2343.6,1978.7,2311.2,2355,2341.4
UN074525,4728.9,3046.8,10271.9,2995.8,3974.4,1933.4
UN070678,4731.7,4959.6,42757.6,3313.7,6871.3,3336.5
UN059752,4745.3,1925.6,1686.5,4595.1,5334.2,4054.2
UN076288,4758.7,3146.7,1882.4,9083.5,7703,7523.5
UN086481,4763.8,5300.1,1995.3,2609.5,3412.2,4505.6
UN061241,4816.4,2962.3,839.9,5476.4,5694.7,3335.9
UN079567,4819.9,4969.8,9116.6,3587.2,5092.2,3325.5
UN056848,4838.3,3690.2,1590.3,7920.4,8746,6609.2
UN080072,4893.3,3850.1,753.6,2297.6,3488,2722.7
UN078225,4915.7,3813.2,2689.2,3712.5,5127.5,5359.5
UN089349,4973.2,3324.8,7157.8,3454.8,5080.7,3598.2
UN092588,5017.3,3885.5,3698.4,2311.4,3813.2,2457.5
UN066630,5064.4,4546.1,1122.1,2902.3,2709.6,1471.2
UN075526,5066,3887.4,2353.8,1879.1,3036.1,2653.1
UN094116,5080.6,5253.7,1055.7,2422.3,3125.7,2981.1
UN087426,5088.9,4593.4,3456.1,4750.3,3347.9,5195.1
UN074385,5101.6,5983.3,1022.5,4249.8,3493.1,4399.3
UN079379,5138.1,5296.4,1640.1,2162.5,2272.4,1978.8
UN083360,5198.8,9186.4,2118.1,8227.2,5852.2,5430
UN083877,5216.4,7802.7,5451.4,6217.2,5868.8,5770.3
UN089007,5230.9,3253.5,4372.4,3718.8,4537,3521.7
UN080717,5241.5,4136.5,1241.7,3309.9,2968.6,4923.7
UN091837,5250.3,4725,4276.1,2753.2,4294.5,3412.6
UN095078,5259.1,4460.9,2831.9,5299.9,5248.8,4166.3
UN072777,5260.7,3662.6,3698.4,3692.8,3473.8,3352.2
UN074688,5290.7,3035.1,1374.5,3831.5,4553.5,4392.4
UN072769,5294.4,1153.9,567.7,2917.1,4122.7,2958.9
UN063307,5296.5,5199.5,2121.4,7555.5,4460.7,4194.6
UN053283,5339.5,2811.2,2622.8,2424,3938.1,2814.1
UN079798,5364.2,3805.9,8213.6,6873,9596.1,3889.6
UN051788,5418.4,5716.3,4130,10696,6328.5,8473.2
UN101270,5428.1,1992.2,2420.2,5031.3,6955.4,4587
UN063789,5428.1,4284.7,657.3,6376.3,5745.7,5602.9
UN060121,5436.4,4451.9,1895.7,9582.3,8977,18159.8
UN087926,5442.4,3842.7,1899,2682,3504.6,2766.2
UN082305,5448,3514.2,8329.7,3076.7,6497.5,2784.5
UN088952,5500.9,6655.4,2812,7261.8,6724.8,4775.7
UN076537,5519.6,4040.8,2739,2749.4,4625.6,3228.1
UN102577,5529.3,4579.5,3967.3,5283.4,6113.6,4780.8
UN067665,5531.8,3043.3,11125.1,2304.1,3898.1,3047.5
UN067117,5566.5,4885.9,165350,1114.3,2199.4,1681.6
UN099015,5627.6,5274.7,3266.8,5586,4569.6,4541.6
UN063297,5666.9,11446.3,896.4,923.2,797.3,1287.4
UN081263,5676.4,5048.1,4342.5,17444.6,6593.9,11091.9
UN068172,5853.5,3788.4,1699.8,6670.2,7231.4,6396.7
UN070861,5881.7,4712.2,1434.2,3903.9,3802.6,4451.1
UN068846,5922.1,5188.5,7977.8,1818.3,2863.4,2954.8
UN079440,6005.2,3413.7,2692.5,8641.8,4748.2,9520
UN064871,6121.4,5151.9,1816,8237.1,9709,10282.8
UN087793,6144.5,4526.3,1138.7,2435.5,3088.5,2464.7
UN081644,6163.9,5731,2861.8,3081.5,4513.1,3503.3
UN087445,6164.6,7324.6,5494.5,7658.4,6934.7,7618.6
